density,avg_speed,d_density,d_speed,neighbor_density,neighbor_speed,flow_variance,label
3,1.1161,-1,-0.057,2,0.8976,0.0,0
5,1.017,1,0.0107,3,0.9507,0.0,0
3,1.043,-1,0.0259,9,0.5064,0.0,0
2,1.2645,2,0.0,2,0.9818,0.0048,0
4,0.7352,-3,-0.0543,6,0.7597,0.0917,1
3,1.0231,1,-0.0494,3,0.9113,0.0,0
1,0.8976,0,0.0,4,1.0245,0.0,0
3,0.6605,0,-0.0863,6,0.7589,0.0,0
3,1.0777,0,0.0298,6,0.7597,0.0003,0
2,0.9818,1,0.0045,2,1.0901,0.0,0
2,0.887,2,0.0,4,0.6605,0.0,0
2,1.0194,-1,0.0295,7,0.5264,0.0,0
3,0.9878,3,0.0,5,0.9431,0.0,0
9,0.5064,0,0.0065,10,0.5264,0.0,2
10,0.5295,1,-0.0034,9,0.5064,0.0004,2
1,1.037,1,0.0,2,0.8859,0.0,0
4,1.0039,1,0.0037,2,0.6556,0.0,0
7,0.9178,1,-0.0564,3,1.0104,0.0,0
9,1.0854,6,0.0353,1,0.8891,0.038,0
3,1.0276,1,0.042,3,1.0129,0.0,0
2,0.9894,-1,-0.0817,5,0.9431,0.0,0
3,1.0104,2,0.1102,7,0.9178,0.0,0
3,1.2821,-1,0.0968,4,1.0793,0.0123,0
3,0.9002,1,-0.0276,9,0.7589,0.0,0
4,0.8862,2,-0.0964,9,0.5064,0.0279,1
3,0.6727,-2,0.0143,9,0.7599,0.0,0
1,0.9662,1,0.0,6,0.7352,0.0,0
4,1.0245,0,-0.0002,2,0.887,0.0,0
6,0.7596,2,0.0,6,0.6605,0.0,1
6,0.7711,1,0.0409,9,0.6727,0.0,1
2,1.1481,-1,0.1216,2,0.961,0.0001,0
2,0.8956,1,0.1899,6,0.7589,0.0,0
2,0.8859,0,0.0387,5,0.9106,0.0049,0
2,0.7597,2,0.0,6,0.7352,0.0002,0
6,0.8406,1,0.0149,4,0.7352,0.0503,1
1,1.2647,1,0.0,2,1.2441,0.0,0
3,0.9507,0,-0.0606,5,1.017,0.0,0
2,1.0129,0,-0.0148,3,0.9859,0.0,0
1,1.2304,-2,0.0447,3,0.9818,0.0,0
3,1.0702,1,-0.0568,3,1.0005,0.0,0
3,1.0964,2,0.0606,1,1.2304,0.0028,0
2,0.876,2,0.0,7,0.866,0.0,0
3,1.1454,-1,0.023,3,1.0276,0.0,0
5,0.9106,0,-0.0047,3,0.8859,0.0017,0
7,0.6319,1,-0.086,11,0.7322,0.0,1
3,1.0831,3,0.0,3,0.9859,0.0,0
1,1.0765,1,0.0,3,1.0148,0.0,0
3,1.067,1,0.0809,3,0.9507,0.0,0
3,0.8555,-3,0.0587,11,0.7322,0.0,0
1,1.0088,-5,0.0549,5,0.9431,0.0,0
5,0.9431,2,-0.0653,3,0.9878,0.0,0
6,0.7589,-3,0.0155,6,0.6605,0.0,1
3,0.9938,1,0.0334,7,0.866,0.0369,0
2,1.0655,0,0.0915,5,0.8859,0.0255,0
2,0.6556,-2,-0.0281,10,0.5064,0.0033,0
1,0.9157,0,-0.2153,5,0.8555,0.0,0
3,1.0419,-1,0.0661,3,1.0231,0.0,0
7,0.8816,1,0.0256,6,0.6727,0.0,1
5,0.9536,0,0.0178,2,0.9157,0.0,0
1,1.1405,0,0.082,4,0.7352,0.0,0
1,1.0329,-1,-0.0142,2,1.1034,0.0,0
2,1.0482,-1,-0.0064,2,0.8859,0.0006,0
1,0.8891,-1,-0.1115,9,1.0854,0.0,0
2,1.0419,2,0.0,3,0.8976,0.0,0
4,1.0793,2,-0.0763,3,1.0005,0.0,0
2,0.8212,0,-0.0009,9,0.5064,0.0,0
2,1.0854,0,0.0138,5,0.9536,0.0,0
1,0.8725,-2,0.0933,6,0.6605,0.0,0
2,0.961,1,0.0891,4,0.7352,0.0001,0
3,0.9822,-2,0.0705,7,0.866,0.0041,0
2,0.8545,0,0.0442,6,0.6605,0.0,0
1,1.0005,-2,-0.0156,4,1.0702,0.0,0
1,1.1215,-1,-0.0286,4,0.8545,0.0,0
1,1.3835,1,0.0,3,1.0231,0.0,0
2,1.2441,-2,-0.0168,2,1.1481,0.001,0
4,0.8443,3,-0.052,3,0.6605,0.0,1
2,0.8561,0,0.0339,7,0.5264,0.0,0
3,0.9859,0,-0.0016,3,1.0129,0.0,0
1,1.262,-1,0.0948,3,0.9938,0.0,0
1,0.9113,0,0.0237,3,1.0231,0.0,0
4,0.5264,2,-0.0517,10,0.5064,0.0002,1
1,1.0901,1,0.0,3,0.9818,0.0,0
1,1.0747,1,0.0,3,0.9113,0.0,0
1,1.2572,0,0.0443,3,1.0419,0.0,0
2,0.9161,-1,0.038,9,0.6727,0.0,0
1,1.0553,1,0.0,3,0.9859,0.0,0
1,1.2969,-1,0.0563,1,1.0329,0.0,0
1,1.1919,1,0.0,1,0.8891,0.0,0
1,1.2088,1,0.0,4,0.8976,0.0,0
1,0.7311,0,0.1033,9,0.7599,0.0,0
1,1.1844,1,0.0,1,1.0329,0.0,0
2,0.9731,-1,-0.0417,5,0.881,0.0,0
2,1.1518,0,-0.1128,2,0.9773,0.0008,0
3,1.2419,0,-0.0402,2,1.0472,0.0015,0
4,1.0081,1,0.0574,4,1.0196,0.0,0
4,1.0399,1,-0.027,4,1.0081,0.0,0
10,0.4933,0,-0.0362,9,0.4083,0.0005,2
5,1.0045,4,0.1068,2,0.9869,0.0,0
1,1.1805,-2,0.1385,3,0.9376,0.0,0
5,0.83,3,-0.0245,8,0.7264,0.0,1
2,1.1196,-2,0.1157,4,0.9782,0.0,0
2,0.8883,0,0.0124,5,0.8517,0.0,0
5,0.8517,-2,-0.0143,6,0.8883,0.0005,1
10,0.7294,-1,-0.0028,7,0.6311,0.0,1
7,0.6311,0,-0.0008,10,0.7294,0.0,1
6,0.7335,3,0.0609,6,0.7345,0.0,1
5,0.8048,1,-0.0668,7,0.6311,0.0,1
3,1.0863,0,0.0587,3,0.9986,0.0,0
6,0.8412,3,-0.0591,6,0.7345,0.0,1
5,0.881,0,-0.0297,2,0.946,0.0031,1
2,1.1633,-1,0.0669,2,1.0358,0.0,0
6,0.7345,-3,-0.0253,6,0.7335,0.0,1
2,1.0014,2,0.0,2,0.9376,0.0,0
4,0.9575,-1,0.0039,2,0.9076,0.0,0
1,1.1844,0,0.1515,3,1.0305,0.0,0
2,0.9123,1,0.0398,8,0.7526,0.0,0
2,0.7989,0,0.0392,4,0.7591,0.0318,0
7,1.0873,-2,0.0019,1,0.8876,0.0872,0
2,1.1251,0,0.0595,5,0.881,0.0378,0
4,0.8174,-2,-0.0233,4,0.7591,0.0011,1
3,0.9895,2,-0.1509,4,0.7591,0.0045,0
1,0.9773,-1,-0.0045,3,1.1085,0.0,0
2,1.0583,1,0.1469,2,0.8876,0.0,0
3,1.0831,3,0.0,3,0.9776,0.0,0
1,1.2856,0,-0.0979,3,0.9376,0.0,0
1,1.1765,0,-0.0323,5,1.0045,0.0,0
3,0.5585,3,0.0,10,0.4083,0.0001,0
9,0.5621,0,0.0557,10,0.4083,0.0,2
2,1.2067,0,0.1213,4,0.9575,0.0,0
2,0.7762,0,-0.045,9,0.4083,0.0006,0
4,1.1879,2,0.0398,3,0.9895,0.0232,0
2,0.8904,0,0.0343,5,0.4083,0.0,0
4,0.8099,0,-0.0344,8,0.7526,0.0,1
8,0.7526,5,0.092,5,0.7264,0.0,1
6,0.9589,3,-0.0349,5,0.8517,0.0029,0
3,0.9776,3,0.0,3,1.0277,0.0,0
4,0.4083,0,-0.1182,10,0.4933,0.0,1
4,0.8924,0,0.0062,9,0.5621,0.02,1
2,0.9869,0,-0.0551,5,1.0045,0.0,0
1,1.2647,-1,0.0207,4,1.1879,0.0,0
3,1.0305,1,-0.0729,2,0.8883,0.0006,0
4,0.7591,0,0.0239,4,0.7989,0.0725,1
3,1.1884,3,0.0,2,0.9542,0.0101,0
3,0.9823,1,0.3266,10,0.4933,0.0,0
2,0.9986,0,-0.0142,3,1.0277,0.0,0
1,1.1814,0,0.06,5,0.8122,0.0,0
2,0.9076,1,-0.0081,4,0.8866,0.0,0
3,1.1618,2,-0.0954,1,1.1798,0.0,0
3,0.9013,0,-0.1764,4,0.7989,0.0007,0
5,0.8991,-2,0.0175,6,0.7335,0.0,1
3,1.0033,0,-0.0071,6,0.9213,0.0,0
2,1.0153,0,-0.0041,5,0.4083,0.0001,0
6,0.9213,-1,0.0036,3,1.0033,0.0,0
3,1.0196,-2,0.0026,4,1.0081,0.0,0
4,0.9186,2,0.023,4,0.7264,0.0,0
2,0.8866,-1,0.0311,10,0.7294,0.0,0
2,0.9376,-1,-0.0856,2,1.0014,0.0,0
3,1.0834,2,0.0829,2,1.0267,0.0,0
1,0.9887,1,0.0,4,0.8866,0.0,0
4,0.9782,2,-0.0112,3,0.9266,0.0,0
1,1.0892,0,0.123,4,0.7591,0.0,0
5,0.8126,-1,0.0416,6,0.7335,0.0,1
3,0.9266,-2,-0.0166,4,0.9256,0.0,0
3,1.0072,2,-0.0693,2,0.9731,0.034,0
1,0.8876,1,0.0,7,1.0583,0.0,0
2,1.0267,-1,-0.0435,3,1.0834,0.0,0
1,0.946,-1,0.0601,5,0.881,0.0,0
2,1.0472,-2,-0.0321,3,1.0834,0.0,0
3,1.1085,2,0.0184,3,0.9013,0.0283,0
1,0.9256,0,-0.0832,3,0.9266,0.0,0
2,0.7715,0,-0.1446,6,0.7335,0.0,0
3,0.9532,0,-0.0346,4,0.9256,0.0,0
2,1.0117,-1,0.0295,5,0.8517,0.2493,0
4,0.7264,-2,-0.0332,8,0.7526,0.0,1
1,1.2827,0,0.0907,2,0.8876,0.0,0
2,1.0277,-1,0.0418,3,0.9776,0.0,0
2,1.2261,1,-0.0043,2,0.9773,0.0001,0
2,0.9542,0,-0.094,3,0.946,0.0017,0
1,1.0719,-2,0.0289,9,0.5621,0.0,0
3,1.1526,0,0.0072,3,1.0267,0.0,0
1,1.1798,-2,0.0637,5,0.9869,0.0,0
2,0.8122,0,-0.0748,8,0.7526,0.0,0
1,1.0358,1,0.0,2,1.1633,0.0,0
1,1.2969,0,0.1125,3,1.0072,0.0,0
1,1.018,1,0.0,5,0.881,0.0,0
2,1.19,2,0.0,4,1.0996,0.0,0
2,0.9647,-1,-0.013,3,1.0249,0.0,0
2,1.0139,-1,0.0066,2,0.8448,0.0118,0
6,0.8369,0,-0.0043,8,0.7385,0.0,1
4,0.5972,1,0.0387,9,0.416,0.0003,1
4,0.7081,0,-0.0183,8,0.7365,0.0,1
3,1.094,0,0.1044,5,0.7964,0.0054,0
6,0.9593,3,-0.044,3,0.8873,0.0,0
6,0.416,2,0.0077,9,0.4776,0.0,1
6,0.9654,2,-0.0128,3,0.9635,0.0,0
2,1.2441,0,0.0808,3,0.9625,0.0001,0
2,0.768,0,-0.0081,8,0.416,0.0001,0
3,1.0313,1,-0.1948,2,1.0901,0.0002,0
3,1.0093,1,-0.0174,2,1.1095,0.0,0
3,0.7429,1,-0.0286,8,0.7385,0.0,0
8,0.7365,0,-0.0161,4,0.7081,0.0,1
5,1.0272,1,0.0191,4,1.0168,0.0,0
4,0.9859,1,0.0036,9,0.4776,0.0197,0
1,1.1934,0,-0.0922,3,1.195,0.0,0
6,0.8506,1,-0.001,5,0.9239,0.0007,1
8,0.7385,2,0.004,7,0.7429,0.0,1
3,0.9306,1,-0.0707,3,1.021,0.0,0
1,1.1046,1,0.0,2,1.0139,0.0,0
8,0.5493,-1,-0.0129,9,0.416,0.0,2
3,1.0627,-2,0.1635,7,0.7732,0.0,0
2,0.9701,0,0.0625,3,0.8805,0.0,0
4,1.0244,0,-0.0155,5,1.0272,0.0,0
2,0.8907,0,0.0785,8,0.7365,0.0,0
6,0.9347,1,0.0538,2,0.8448,0.0008,0
9,0.4776,-1,-0.0158,8,0.416,0.0006,2
3,0.9694,0,0.0681,6,0.7981,0.0195,0
7,0.8046,1,0.071,8,0.7385,0.0,1
5,1.0933,2,0.0071,2,0.9726,0.0,0
1,0.8805,0,-0.1082,3,0.9253,0.0,0
3,0.8176,-1,0.0077,8,0.7365,0.0,0
3,0.8873,-3,-0.034,6,0.9593,0.0,0
5,0.9239,-1,-0.035,6,0.8506,0.0034,0
1,1.1006,1,0.0,2,0.973,0.0,0
2,0.8448,1,-0.1732,6,0.9347,0.0274,0
2,1.256,0,0.0493,3,0.9653,0.0,0
3,1.1544,1,0.2002,2,0.9806,0.0139,0
1,1.0088,-2,-0.1796,3,1.1544,0.0,0
1,0.7775,-1,-0.1129,6,0.416,0.0,0
3,1.0831,0,0.0,2,0.9647,0.0,0
3,1.195,0,0.0332,1,0.923,0.0,0
4,1.094,2,0.0468,2,1.1095,0.0,0
1,1.2634,1,0.0,1,1.2606,0.0,0
3,0.7732,-2,-0.0394,8,0.7385,0.0,0
1,1.2606,-2,0.0187,4,1.094,0.0,0
4,1.0996,-3,0.0122,2,0.8876,0.0216,0
1,1.0537,0,-0.0181,8,0.5493,0.0,0
1,1.2827,1,0.0,4,0.8876,0.0,0
2,1.1095,-1,0.0261,4,1.0093,0.0,0
2,1.0277,0,0.0,2,0.9647,0.0,0
2,1.148,-1,0.0395,3,0.9694,0.0002,0
5,0.7964,1,0.0373,6,0.7981,0.0702,1
1,0.8191,1,0.0,7,0.7429,0.0,0
6,0.747,-4,0.0176,9,0.6633,0.0,1
1,1.1346,0,0.0988,2,0.9625,0.0,0
2,0.9073,2,0.0,8,0.7081,0.0,0
5,0.8808,1,-0.0116,8,0.5493,0.0224,1
4,1.0234,-1,0.0189,1,0.9069,0.0,0
1,1.0168,-2,-0.0028,5,1.0272,0.0,0
9,0.6633,2,0.0322,6,0.7016,0.0,1
2,0.8646,0,-0.1507,6,0.416,0.0003,0
2,0.9806,0,-0.1445,6,0.9347,0.0367,0
4,0.8237,-1,-0.0064,8,0.7081,0.0,1
3,0.9253,1,0.0386,6,0.747,0.0,0
2,1.0467,0,0.0735,6,0.8448,0.0,0
1,0.9515,-1,-0.0602,6,0.8506,0.0,0
5,0.7016,0,-0.1032,9,0.6633,0.0,1
2,1.0109,0,-0.1087,6,0.9654,0.0,0
1,1.343,1,0.0,3,1.0313,0.0,0
6,0.8748,2,0.0574,5,0.7964,0.0477,1
3,0.9653,-1,0.0077,2,0.8805,0.0,0
1,1.0249,1,0.0,3,0.9647,0.0,0
2,1.2764,-2,0.0886,3,1.094,0.0001,0
3,0.9635,0,0.0103,6,0.951,0.0,0
1,1.077,1,0.0,6,0.8506,0.0,0
2,0.7981,0,-0.0009,6,0.7964,0.0318,0
1,1.0901,0,0.1128,3,1.0313,0.0,0
1,1.0867,1,0.0,4,0.5972,0.0,0
1,1.1455,-1,0.2571,6,0.8506,0.0,0
2,1.2982,0,0.3606,3,0.9306,0.0,0
2,0.9457,-2,0.0271,4,0.7081,0.0,0
1,1.164,-2,0.0114,5,1.0093,0.0,0
2,0.9271,0,0.0148,8,0.7365,0.0,0
1,0.9069,-1,-0.08,4,0.923,0.0,0
1,0.9625,1,0.0,2,1.1346,0.0,0
2,0.9726,0,-0.026,5,1.0277,0.0,0
1,1.0104,1,0.0,3,0.8176,0.0,0
3,1.021,1,-0.0373,3,0.8876,0.0,0
1,0.951,0,0.0254,6,0.9593,0.0,0
1,1.2143,1,0.0,3,0.9069,0.0,0
1,1.1765,1,0.0,4,0.923,0.0,0
2,1.0197,2,0.0,5,0.9239,0.0001,0
2,0.973,-1,-0.0575,1,0.9515,0.0003,0
1,0.9076,0,-0.2738,4,0.8237,0.0,0
1,0.923,0,-0.2568,4,0.9069,0.0,0
1,1.2647,0,0.0,2,1.2764,0.0,0
1,1.1515,0,-0.025,4,0.9076,0.0,0
1,0.8876,0,0.0,4,1.021,0.0,0
1,1.2969,0,0.1125,2,0.973,0.0,0
3,0.9942,0,-0.0268,3,0.8876,0.0,0
3,1.0383,1,-0.0711,3,1.1,0.0,0
1,1.2634,0,0.0028,3,1.0012,0.0,0
7,0.7299,-1,-0.0086,8,0.725,0.0,1
2,1.024,1,-0.14,4,1.0802,0.0,0
2,0.9523,1,-0.0725,2,1.0277,0.0,0
3,1.1215,1,0.1489,4,0.9714,0.0,0
2,0.9204,0,0.0558,9,0.3848,0.0,0
6,0.4305,-3,-0.047,9,0.3848,0.0008,1
1,0.8955,-1,-0.0851,6,0.9147,0.0,0
2,0.9702,0,0.0629,7,0.725,0.0,0
1,1.1765,0,0.0,3,0.9685,0.0,0
5,0.7604,1,-0.0632,7,0.7237,0.0,1
7,0.7429,-1,0.0064,5,0.7237,0.0,1
8,0.69,-1,0.0267,7,0.6485,0.0,1
1,0.9147,1,0.0,6,0.8955,0.0,0
3,1.1893,-1,0.0953,3,1.0383,0.0003,0
6,0.9277,0,-0.0316,2,0.8541,0.0,0
3,0.9783,-1,-0.0461,5,1.0341,0.0,0
8,0.7861,1,-0.0184,7,0.725,0.0,1
2,0.9709,1,0.0633,5,0.7237,0.0,0
6,0.9548,0,0.02,2,0.8152,0.0014,0
2,1.0212,0,0.0014,7,0.8778,0.0052,0
2,1.0764,1,0.1254,6,0.9256,0.0,0
2,1.1,-1,0.0907,3,1.024,0.0,0
7,0.8645,4,-0.105,3,0.7842,0.0175,1
4,1.0802,-1,-0.0131,3,1.024,0.0,0
2,1.2782,-1,0.1238,1,0.8955,0.0,0
6,0.7621,0,0.015,8,0.69,0.0,1
9,0.3848,3,-0.0312,7,0.4305,0.0,2
1,1.0811,1,0.0,3,0.7995,0.0,0
5,0.5355,-3,-0.0138,9,0.3848,0.0,1
3,0.9271,1,-0.0001,7,0.7429,0.0,0
4,0.7914,0,0.0833,7,0.7429,0.0,1
1,0.8541,-2,-0.0332,6,0.9277,0.0,0
2,0.9432,0,-0.027,3,0.84,0.0,0
4,0.8875,0,-0.0984,6,0.4305,0.0197,1
3,1.059,2,0.0052,5,0.5355,0.0,0
7,0.8778,2,-0.0461,5,0.9385,0.0001,1
5,0.8625,0,-0.0183,7,0.5355,0.0284,1
3,1.0181,2,0.0951,2,0.9685,0.0,0
5,1.0341,0,0.0069,3,0.9783,0.0,0
3,0.8542,-2,0.0578,3,0.7842,0.18,0
5,0.725,2,-0.0178,8,0.7299,0.0,1
3,1.2616,1,-0.0148,2,1.1152,0.0,0
1,1.0747,1,0.0,3,0.8876,0.0,0
1,0.9625,1,0.0,2,1.1482,0.0,0
5,0.9385,-1,0.0879,7,0.8778,0.0058,0
1,1.1887,1,0.0,4,0.9972,0.0,0
7,0.5607,3,-0.0364,9,0.3848,0.0003,1
5,1.0192,3,0.0084,6,0.8875,0.0,0
3,0.7811,0,-0.0365,7,0.7237,0.0,0
4,0.9972,2,-0.0167,2,0.8152,0.0376,0
2,1.1152,-1,0.0213,3,0.8542,0.0,0
1,1.1761,0,-0.0173,2,1.1621,0.0,0
7,0.6485,2,-0.0531,8,0.69,0.0,1
1,1.2962,0,0.1616,2,0.9625,0.0,0
3,0.9526,0,0.0273,6,0.7621,0.0,0
3,0.7842,1,-0.0138,7,0.7995,0.0309,0
2,1.1621,-1,-0.0329,3,1.0181,0.0,0
1,1.1861,-1,-0.058,2,0.9562,0.0,0
6,0.9629,0,-0.0025,5,0.9256,0.0,0
1,1.0356,-1,-0.1544,0,1.0356,0.0,0
3,1.1023,2,0.0855,5,1.0341,0.0,0
5,0.8345,-1,-0.0024,7,0.725,0.0,1
3,0.6997,1,-0.0683,9,0.3848,0.0193,0
3,1.1392,2,0.0491,2,0.9562,0.0017,0
1,1.2969,0,0.0,1,1.0638,0.0,0
3,1.0281,0,0.0975,3,0.9942,0.0,0
3,0.8722,0,0.099,8,0.7299,0.0,0
1,1.053,-2,-0.0301,3,0.9523,0.0,0
2,0.9562,-1,-0.0751,3,1.1392,0.0942,0
1,0.9714,1,0.0,3,1.0277,0.0,0
2,1.1482,1,0.1857,1,0.9625,0.0,0
2,0.8541,2,0.0,2,0.7237,0.0,0
2,0.9639,1,-0.0465,3,0.7237,0.0,0
1,1.077,0,0.0,7,0.8778,0.0,0
2,1.097,-1,0.0343,8,0.7861,0.0,0
1,0.8626,0,0.0851,9,0.3848,0.0,0
1,1.2827,0,0.0,1,0.8876,0.0,0
1,1.0012,1,0.0,1,1.2634,0.0,0
3,1.2144,0,0.2492,2,0.84,0.0,0
1,0.9256,1,0.0,6,0.9629,0.0,0
1,0.84,0,-0.0405,3,0.9432,0.0,0
1,1.0856,1,0.0,2,0.9147,0.0,0
2,0.9685,-2,-0.0549,3,0.8541,0.0,0
1,1.1934,1,0.0,3,1.0281,0.0,0
2,1.0452,1,-0.1691,3,1.0181,0.0,0
1,1.0638,0,-0.0408,4,0.9972,0.0,0
2,0.8152,0,-0.0296,6,0.9548,0.0085,0
2,0.973,1,0.0215,5,0.9385,0.0003,0
1,1.0285,-1,-0.1195,7,0.8645,0.0,0
1,0.7237,-1,-0.167,7,0.7429,0.0,0
1,0.8876,0,0.0,3,0.9942,0.0,0
2,1.0277,0,0.063,2,0.9523,0.0,0
1,1.1891,-1,-0.0669,3,1.0212,0.0,0
1,1.12,1,0.0,1,0.7995,0.0,0
1,1.248,0,-0.095,2,0.9562,0.0,0
1,0.7995,-5,-0.0753,7,0.7842,0.0,0
1,1.2856,-1,-0.0126,3,0.9942,0.0,0
1,1.1814,0,0.03,2,0.8541,0.0,0
1,1.1844,-1,0.2113,2,0.973,0.0,0
5,0.8781,-2,0.0004,4,0.9222,0.044,1
4,0.7311,3,0.0074,6,0.6596,0.0,1
5,0.7813,0,-0.0532,5,0.6424,0.0,1
1,0.9822,1,0.0,6,0.8295,0.0,0
1,1.2634,0,0.0,1,1.0012,0.0,0
6,0.5242,-1,-0.0365,10,0.3941,0.0,1
5,0.8937,1,0.1023,6,0.6596,0.0,1
1,1.0012,0,0.0,1,1.2634,0.0,0
10,0.3941,1,0.0093,9,0.5239,0.0,2
6,0.9487,0,-0.0142,4,0.9256,0.0,0
5,0.9873,2,0.009,3,1.0106,0.0,0
3,1.1568,2,-0.0366,1,1.2143,0.0,0
9,0.5239,3,0.0934,10,0.3941,0.0009,2
4,1.087,1,0.0928,4,0.9671,0.0,0
4,0.9317,2,-0.0894,5,0.8781,0.0,0
4,1.0016,3,0.114,4,0.9671,0.0,0
3,0.9165,0,-0.036,4,0.8081,0.0,0
5,0.6944,2,-0.0053,10,0.3941,0.0031,1
2,1.0385,0,0.0145,3,1.0928,0.0,0
2,1.1119,-2,0.0317,4,1.0385,0.0,0
2,1.0621,1,-0.1266,3,0.9933,0.0006,0
2,1.079,1,-0.1101,4,0.9317,0.0,0
1,0.9256,1,0.0,6,0.9487,0.0,0
1,1.3045,1,0.0,6,0.8295,0.0,0
2,1.0486,1,0.086,1,1.192,0.0006,0
1,1.1966,-2,0.0072,4,1.0865,0.0,0
6,0.8295,-1,-0.035,2,0.804,0.0278,1
4,1.0038,2,-0.0726,5,0.9082,0.0,0
2,1.0438,-2,0.1563,9,0.5239,0.0367,0
8,0.6476,1,-0.0009,9,0.7018,0.0,1
3,1.0053,-3,0.0505,4,0.8399,0.0031,0
5,0.9812,2,-0.0368,2,0.8827,0.0,0
8,0.8037,0,0.0176,5,0.6424,0.0,1
3,0.9841,2,-0.0689,3,1.0276,0.0,0
2,0.9708,0,0.1167,4,0.7311,0.0,0
5,0.7113,-2,-0.0186,8,0.6424,0.0,1
1,0.9612,-1,-0.0118,4,0.9222,0.0,0
4,0.6596,-3,-0.0832,6,0.7311,0.0,1
2,1.122,1,0.0409,3,0.8303,0.0006,0
2,1.1492,2,0.0,1,1.2647,0.0201,0
4,0.6424,-1,-0.0826,8,0.7113,0.0,1
4,0.9987,-1,-0.0205,6,0.9487,0.0,0
4,0.9495,4,0.0,3,0.8399,0.0231,0
9,0.7018,1,0.0118,8,0.6476,0.0,1
2,0.8303,-1,-0.024,3,0.804,0.0918,0
2,1.2239,1,0.0475,5,0.9812,0.0,0
3,1.0778,1,-0.0192,8,0.8037,0.0,0
6,0.7615,1,0.001,5,0.6596,0.0,1
4,1.0903,1,-0.0312,2,0.9714,0.0,0
2,1.2619,1,0.3664,3,0.9392,0.0,0
5,0.9082,-1,-0.0195,4,1.0038,0.0,0
1,0.862,-1,-0.0584,10,0.3941,0.0,0
1,1.0856,-1,-0.1926,2,0.9392,0.0,0
1,1.1001,1,0.0,5,0.8781,0.0,0
5,0.5476,0,0.0121,10,0.3941,0.0,1
4,0.9075,1,-0.0195,5,0.6596,0.0,0
1,1.1919,1,0.0,4,1.0016,0.0,0
4,0.8254,-1,-0.0371,8,0.5476,0.0028,1
1,1.2143,-1,0.0523,5,0.8827,0.0,0
4,1.0865,1,0.0481,3,1.0928,0.0,0
3,1.1308,2,-0.0536,1,0.9612,0.1774,0
2,1.0069,1,-0.0217,6,0.8295,0.0355,0
3,1.1195,0,-0.0198,2,0.9689,0.0001,0
2,1.0011,0,0.0302,6,0.7311,0.0,0
2,0.804,-1,0.0198,6,0.8295,0.037,0
1,0.9731,0,0.0017,4,0.9714,0.0,0
1,1.1388,1,0.0,1,1.0856,0.0,0
3,1.1869,1,0.0716,2,0.8303,0.0037,0
4,0.9456,2,0.0024,3,0.9165,0.0,0
3,1.0106,-2,-0.0235,5,0.9873,0.0,0
3,0.9933,-1,-0.0039,4,0.8399,0.0389,0
3,1.0929,0,-0.0094,3,0.9841,0.0,0
1,1.2647,-2,0.0031,3,1.1492,0.0,0
4,0.8645,2,-0.0994,4,0.7311,0.0,1
4,0.9222,-1,-0.0163,5,0.8781,0.0075,0
2,0.8399,0,0.0248,4,0.9495,0.0004,0
1,0.9714,1,0.0,4,0.9731,0.0,0
2,0.8154,2,0.0,8,0.6424,0.0,0
2,0.8628,1,0.0633,6,0.804,0.0579,0
3,0.8081,-3,0.046,9,0.7018,0.0,0
1,0.9671,1,0.0,4,1.0016,0.0,0
2,1.1343,-1,-0.0801,4,0.9456,0.0,0
1,1.2253,0,-0.0603,4,1.087,0.0,0
1,0.8696,0,0.007,10,0.3941,0.0,0
1,1.0638,0,0.0,3,0.9933,0.0,0
1,1.0276,-1,-0.0001,3,0.9714,0.0,0
3,1.0928,1,-0.0072,4,1.0385,0.0,0
1,1.192,-1,0.0438,2,1.0486,0.0,0
2,0.9689,0,0.0127,3,1.1195,0.0038,0
2,1.0725,-1,0.0136,5,0.5476,0.0,0
1,0.9392,0,0.0244,3,1.0053,0.0,0
2,0.8671,-1,0.086,4,0.6596,0.0,0
1,1.248,0,0.0,2,0.9689,0.0,0
1,0.8827,-1,-0.1626,5,0.9812,0.0,0
2,0.7712,0,-0.1989,5,0.6424,0.0,0
1,1.2962,0,0.0,2,1.0486,0.0,0
1,1.1861,0,0.0,2,0.9689,0.0,0
1,1.0278,-1,0.0755,3,0.9714,0.0,0
1,1.0316,-2,0.1594,8,0.7113,0.0,0
5,0.9386,2,0.0221,4,0.873,0.0,0
7,0.8457,1,0.0162,3,0.8427,0.032,1
4,0.7,-2,-0.0615,7,0.5722,0.0,1
5,0.699,1,0.0566,5,0.7233,0.0,1
4,0.7233,-1,0.012,5,0.699,0.0,1
12,0.6474,4,-0.0002,5,0.7224,0.0,1
4,0.9939,0,-0.0078,3,0.9426,0.0221,0
4,1.1338,0,0.0474,3,1.1262,0.0,0
3,0.9208,1,-0.1517,5,0.5957,0.0,0
4,0.9207,-1,0.0269,4,0.5722,0.0,0
2,0.9161,-4,-0.0326,8,0.9761,0.0,0
3,1.0771,1,-0.0019,4,0.9262,0.0003,0
3,0.8522,-1,-0.0123,7,0.7097,0.0,0
4,0.9262,0,-0.0056,6,0.8688,0.0,0
3,1.1777,-1,0.0908,4,0.9426,0.0,0
10,0.3318,0,-0.0623,10,0.5158,0.0,2
6,0.8688,1,-0.0093,4,0.9174,0.0024,1
5,0.7224,-4,0.0206,12,0.6474,0.0,1
10,0.529,1,0.0051,10,0.3318,0.0007,2
